2024,Débora Almeida,108,FES-PE,4611,EKLW,EKLW,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,AGRESTINA,"A presente Emenda, no valor de R$ 50.000,00, destina-se a Liga Nordestina de Assistência, Educação e Saúde de Pernambuco (CNPJ 35.673.300/0001-16), mantenedora do Hospital Memorial Alzira Ribeiro, para ampliar a oferta de média complexidade.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"50.000,00","49.999,80",-,-,-,-,-,-,,2600302,24
2024,Débora Almeida,109,FES-PE,4611,EKLX,EKLX,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente Emenda, no valor de R$ 100.000,00, destina-se a Fundação Altino Ventura (CNPJ 10.667.814/0001-38), mantenedora do Hospital de Oftalmologia da Fundação, para ampliação de procedimentos de média e alta complexidade.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,"100.000,00",,2611606,24
2024,Débora Almeida,110,FES-PE,3126,EKLY,EKLY,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"A presente Emenda, no valor de R$ 50.000,00, destina-se ao Instituto do Câncer Infantil do Agreste - ICIA (CNPJ 06.061.422/0001-53), para custeio de insumos gerais, hospitalares e medicamentos.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2604106,24
2024,Débora Almeida,112,FEDIPE,4137,EKM0,EKM0,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,SAO BENTO DO UNA,"A presente Emenda, no valor de R$ 50.000,00, destina-se ao Lar de São Vicente de Paulo, (CNPJ 05.001.113/0001-25), para ampliar as atividades de proteção social ao idoso.",ASSISTÊNCIA SOCIAL,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"50.000,00",-,-,-,-,-,-,-,,2613008,24
2024,Débora Almeida,115,SEPLAG,4424,EKM3,EKM3,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,BELO JARDIM,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"300.000,00","300.000,00",-,-,-,-,-,-,,2601706,24
2024,Débora Almeida,116,SEPLAG,4424,EKM4,EKM4,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,CARUARU,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"600.000,00","600.000,00",-,-,-,-,-,-,,2604106,24
2024,Débora Almeida,117,SEPLAG,4424,EKM5,EKM5,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,VERDEJANTE,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"300.000,00","300.000,00",-,-,-,-,-,-,,2616100,24
2024,Débora Almeida,118,SEPLAG,4424,EKM6,EKM6,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,TERRA NOVA,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"300.000,00","300.000,00",-,-,-,-,-,-,,2615201,24
2024,Débora Almeida,119,FES-PE,4553,EKM7,EKM7,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,TACAIMBO,"Aquisição de ambulância, tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2614709,24
2024,Débora Almeida,121,SEPLAG,4424,EKM8,EKM8,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,CAPOEIRAS,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"300.000,00","300.000,00",-,-,-,-,-,-,,2603801,24
2024,Débora Almeida,122,FES-PE,4553,EKM9,EKM9,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,IBIRAJUBA,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2606705,24
2024,Débora Almeida,123,FES-PE,4553,EKMA,EKMA,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,ALAGOINHA,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2600609,24
2024,Débora Almeida,124,FES-PE,4553,EKMB,EKMB,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,BOM CONSELHO,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2602100,24
2024,Débora Almeida,125,FES-PE,4553,EKMC,EKMC,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,JUPI,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2608305,24
2024,Débora Almeida,126,FES-PE,4553,EKMD,EKMD,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,SANHARO,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2612406,24
2024,Débora Almeida,127,FES-PE,4553,EKME,EKME,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,CAETES,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2603207,24
2024,Débora Almeida,128,FES-PE,4553,EKMF,EKMF,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,CACHOEIRINHA,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2603108,24
2024,Débora Almeida,129,FES-PE,4553,EKMG,EKMG,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,TEREZINHA,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2615102,24
2024,Débora Almeida,130,FES-PE,4553,EKMH,EKMH,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,JUCATI,"Aquisição de ambulância, Tipo A",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"120.000,00",-,-,-,-,-,-,-,,2608255,24
2024,Débora Almeida,131,SEPLAG,4424,EKMI,EKMI,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,CARUARU,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,-,,2604106,24
2024,Edson Vieira,145,FES-PE,4611,EKMM,EKMM,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,PETROLINA,"Garantir oferta dos procedimentos de média e alta complexidade ambulatorial e hospitalar, pela unidades da rede complementar de saúde, para atendimento as necessidades da população.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"683.050,00","614.744,92",-,-,-,-,-,"614.744,92",,2611101,I15
2024,Edson Vieira,146,FES-PE,4553,EKMN,EKMN,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,FREI MIGUELINHO,Aquisição de um (1) veículo para transporte de equipe de saúde da família,SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"65.000,00","65.000,00",-,-,-,-,-,"65.000,00",,2605806,I15
2024,Edson Vieira,150,FES-PE,4611,EKMR,EKMR,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,BELO JARDIM,"Garantir a oferta dos procedimentos de média e alta complexidade ambulatorial e hospitalar, pelas unidades da rede complementar de saúde, para atendimento às necessidades da população.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"500.000,00","500.000,00",-,-,-,-,-,"500.000,00",,2601706,I15
2024,Edson Vieira,151,FES-PE,4611,EKMS,EKMS,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"Garantir a oferta dos procedimentos de média e alta complexidade ambulatorial e hospitalar, com a ampliação de exames e procedimentos oftalmológicos, através da contratualização da Fundação Altino Ventura, CNPJ:10.667.814/0001-38.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"150.000,00",-,-,-,-,-,-,-,,2611606,I15
2024,Edson Vieira,153,FES-PE,2396,EKMU,EKMU,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,SAO JOAQUIM DO MONTE,Garantir a oferta de procedimentos de média e alta complexidade pelas unidades de saúde do município.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"200.000,00",-,-,-,-,-,-,-,,2613305,I15
2024,Edson Vieira,155,FES-PE,3126,EKMW,EKMW,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,SAO JOAQUIM DO MONTE,Aquisição de medicamentos e insumos farmacêuticos para a rede municipal de saúde.,SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2613305,I15
2024,Edson Vieira,158,FES-PE,4553,EKMZ,EKMZ,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,SANTA CRUZ DO CAPIBARIBE,Aquisição de cinco (5) veículos para transporte de equipe de saúde da família,SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"330.000,00","309.275,68",-,-,-,-,-,"309.275,68",,2612505,I15
2024,Edson Vieira,159,FES-PE,4611,EKN0,EKN0,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,TRINDADE,"Garantir oferta de procedimentos de média e alta complexidade ambulatorial e hospitalar, pelas unidades da rede complementar de saúde, para atendimento às necessidades da população.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"500.000,00","490.000,00",-,-,-,-,-,"490.000,00",,2615607,I15
2024,Nino de Enoque,162,FES-PE,3126,EKN3,EKN3,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A emenda se destina para aquisições de medicamentos e insumos farmacêuticos do Hospital do Cancêr de Pernambuco (HCP) inscrito sobre o CNPJ n° 10.894.988/0001-33, para melhorar e ampliar a capacidade de assistência à população pernambucana.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2611606,49
2024,Nino de Enoque,165,FES-PE,4611,EKN6,EKN6,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,A Emenda busca colaborar na FAV (Fundação Altino Ventura) que está inscrita no CNPJ sobre o n° 10.667.814/0001-38,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"60.000,00",-,-,-,-,-,-,-,,2611606,49
2024,Nino de Enoque,169,FES-PE,4553,EKNA,EKNA,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"A emenda se destina ao investimento para equipamentos para realização de procedimentos de média e alta complexidade pelo Hospital Memorial de Pernambuco de Caruaru, inscrito no CNPJ. 24.262.537/0001-98, aprimorando a infraestrututa médica com equipamentos modernos.",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2604106,49
2024,Nino de Enoque,171,FES-PE,4217,EKNC,EKNC,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,MORENO,"Executar ação de melhoria a atenção integral à saúde da população de Moreno, através do Instituto Criação inscrito sobre o CNPJ: 38.144.672/0001-43",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"300.000,00","299.991,35",-,-,-,-,-,-,,2609402,49
2024,Nino de Enoque,172,FES-PE,3648,EKND,EKND,EMENDA,INVESTIMENTOS,"91 - APLICAÇÃO DIRETA DECORRENTE DE OUTROS ÓRGÃOS, FUNDOS E ENTIDADES",RECIFE,"Continuidade da construção do prédio anexo do PROCAPE/UPE, através da Universidade de Pernambuco CNPJ n° 11.022.597/0001-91",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"60.000,00","59.998,31",-,-,-,-,-,-,,2611606,49
2024,Nino de Enoque,173,FEAS,4050,EKNE,EKNE,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,A Emenda busca colaborar para o apoio ao Projeto Bem Estar para Todos da Instituição CACI (Centro de atividades Celeiro de Ideias) inscrita sobre o CNPJ n° 36.122.645/0001-44,ASSISTÊNCIA SOCIAL,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"400.000,00",-,-,-,-,-,-,-,,2607901,49
2024,Nino de Enoque,174,ITERPE,3594,EKNF,EKNF,EMENDA,CUSTEIO,90 - APLICAÇÕES DIRETAS,RECIFE,A Emenda destinada para efetivar as atividades fins do ITERPE ( Instituto de Terras e Reforma Agrária do Estado de Pernambuco) inscrito sobre o CNPJ n° 11.564.821/0001-77 para melhorias.,ORGANIZAÇÃO AGRÁRIA,APOIO AO PEQUENO PRODUTOR,-,-,-,-,-,"500.000,00",-,-,-,-,-,-,-,,2611606,49
2024,Cléber Chaparral,178,FES-PE,4553,EKNJ,EKNJ,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,JATOBA,"A presente EMENDA PARLAMENTAR no valor de R$ 100.000,00 (cem mil reais), destinado ao FUNDO MUNICIPAL DE SAÚDE do município de JATOBÁ, portador do CNPJ/MF sob o nº 11.263.257/0001-52, objetivando AQUISIÇÕES DE EQUIPAMENTOS MÉDICOS HOSPITALARES PARA O CENTRO CIRÚRGICO DO HOSPITAL MUNICIPAL, para garantir um completo atendimento humanizado aos seus pacientes, que compreende também investimentos nas novas ferramentas tecnológicas em saúde.",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,"100.000,00",,2608057,9
2024,Cléber Chaparral,179,SEPLAG,4424,EKNK,EKNK,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,OROBO,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"800.000,00","800.000,00",-,-,-,-,-,-,,2609709,9
2024,Cléber Chaparral,180,FES-PE,4553,EKNL,EKNL,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,SANTA MARIA DO CAMBUCA,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE do município de SANTA MARIA DO CAMBUCÁ, portador do CNPJ/MF sob o nº 11.425.822/0001-30, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00","130.000,00",-,-,-,-,-,"130.000,00",,2612703,9
2024,Cléber Chaparral,181,FES-PE,4553,EKNM,EKNM,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,FREI MIGUELINHO,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE DE FREI MIGUELINHO - FMS, portador do CNPJ/MF sob o nº 13.811.409/0001-30, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00","125.440,00",-,-,-,-,-,"125.440,00",,2605806,9
2024,Cléber Chaparral,182,FES-PE,4553,EKNN,EKNN,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,PASSIRA,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE do município de PASSIRA, portador do CNPJ/MF sob o nº 11.294.475/0001-54, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00","121.647,40",-,-,-,-,-,"121.647,40",,2610509,9
2024,Cléber Chaparral,183,FES-PE,4553,EKNO,EKNO,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,TAQUARITINGA DO NORTE,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE DE TAQUARITINGA DO NORTE, portador do CNPJ/MF sob o nº 08.677.960/0001-00, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00",-,-,-,-,-,-,-,,2615003,9
2024,Cléber Chaparral,185,FES-PE,4553,EKNQ,EKNQ,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,BEZERROS,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE DE BEZERROS, portador do CNPJ/MF sob o nº 13.486.604/0001-31, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00","116.500,00",-,-,-,-,-,-,,2601904,9
2024,Cléber Chaparral,187,FES-PE,4553,EKNS,EKNS,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,SALGADINHO,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE do município de SALGADINHO, portador do CNPJ/MF sob o nº 13.167.387/0001-17, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00",-,-,-,-,-,-,-,,2612109,9
2024,Cléber Chaparral,188,FES-PE,4553,EKNT,EKNT,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,VERTENTES,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE - FMS do município de VERTENTES, portador do CNPJ/MF sob o nº 10.261.245/0001-26, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00","130.000,00",-,-,-,-,-,-,,2616209,9
2024,Cléber Chaparral,189,FES-PE,2630,EKNU,EKNU,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CUMARU,"A presente EMENDA PARLAMENTAR no valor de R$ 75.000,00 (setenta e cinco mil reais), através do Fundo Estadual de Saúde  FES, destina-se exclusivamente para ser aplicada pela ASSOCIAÇÃO DAS MULHERES AGRICULTORAS DA COMUNIDADE DE AMEIXAS E ADJACÊNCIA CUMARU - PE, portadora do CNPJ/MF sob o nº 11.746.398/0001-26, instalada no município de CUMARU, objetivando a AQUISIÇÃO DE UM VEÍCULO (0 Km), para transportar munícipes em situação de risco e vulnerabilidade social, na perspectiva da saúde, enquanto direito humano fundamental, para beneficiar as trabalhadoras rurais (agricultoras familiares) e similares, que precisarem se deslocar para atendimentos/procedimentos médicos/hospitalares nas Unidades de Saúde da cidade, inclusive para auxiliar em seus deslocamentos através do programa TFD (Tratamento Fora do Domicílio), em outras localidades do Estado de Pernambuco.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"75.000,00",-,-,-,-,-,-,-,,2604908,9
2024,Cléber Chaparral,190,FES-PE,4553,EKNV,EKNV,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,TORITAMA,"A presente EMENDA PARLAMENTAR no valor de R$ 130.000,00 (cento e trinta mil reais), destina-se ao FUNDO MUNICIPAL DE SAÚDE DE TORITAMA, portador do CNPJ/MF sob o nº 11.073.548/0001-88, objetivando a AQUISIÇÃO DE UMA AMBULÂNCIA, visando fortalecer o atendimento com qualidade à população na garantia da integralidade da Atenção à Saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"130.000,00","130.000,00",-,-,-,-,-,-,,2615409,9
2024,Cléber Chaparral,193,FES-PE,2630,EKNY,EKNY,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,ALIANCA,"A presente EMENDA PARLAMENTAR no valor de R$ 75.000,00 (setenta e cinco mil reais), através do Fundo Estadual de Saúde  FES, destina-se exclusivamente para ser aplicada pela associação MARACATU LEÃOZINHO DE ALIANÇA, portadora do CNPJ/MF sob o nº 08.826.760/0001-64, instalada no município de ALIANÇA, objetivando a AQUISIÇÃO DE UM VEÍCULO (0 Km), para transportar munícipes em situação de risco e vulnerabilidade social, na perspectiva da saúde, enquanto direito humano fundamental, para beneficiar os(as) trabalhadores(ras) da área urbana e rural, que precisarem se deslocar para atendimentos/procedimentos médicos/hospitalares nas Unidades de Saúde da cidade, inclusive para auxiliar em seus deslocamentos através do programa TFD (Tratamento Fora do Domicílio), em outras localidades do Estado de Pernambuco.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"75.000,00",-,-,-,-,-,-,-,,2600708,9
2024,Cléber Chaparral,194,FES-PE,2630,EKNZ,EKNZ,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JOAO ALFREDO,"A presente EMENDA PARLAMENTAR no valor de R$ 75.000,00 (setenta e cinco mil reais), através do Fundo Estadual de Saúde  FES, destina-se exclusivamente para ser aplicada pela ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS SÍTIO LAGES, portadora do CNPJ/MF sob o nº 01.072.111/0001-76, instalada no município de JOÃO ALFREDO, objetivando a AQUISIÇÃO DE UM VEÍCULO (0 Km), para transportar munícipes em situação de risco e vulnerabilidade social, na perspectiva da saúde, enquanto direito humano fundamental, para beneficiar os(as) trabalhadores(ras) rurais e similares, que precisarem se deslocar para atendimentos/procedimentos médicos/hospitalares nas Unidades de Saúde da cidade, inclusive para auxiliar em seus deslocamentos através do programa TFD (Tratamento Fora do Domicílio), em outras localidades do Estado de Pernambuco.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"75.000,00",-,-,-,-,-,-,-,,2608107,9
2024,Cléber Chaparral,195,FES-PE,2630,EKO0,EKO0,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,FERREIROS,"A presente EMENDA PARLAMENTAR no valor de R$ 75.000,00 (setenta e cinco mil reais), através do Fundo Estadual de Saúde  FES, destina-se exclusivamente para ser aplicada pelo SINDICATO DOS AGRICULTORES E AGRICULTORAS FAMILIARES DE FERREIROS, portadora do CNPJ/MF sob o nº 39.605.112/0001-01, instalada no município de FERREIROS, objetivando a AQUISIÇÃO DE UM VEÍCULO (0 Km), para transportar munícipes em situação de risco e vulnerabilidade social, na perspectiva da saúde, enquanto direito humano fundamental, para beneficiar os(as) trabalhadores(ras) rurais e similares, que precisarem se deslocar para atendimentos/procedimentos médicos/hospitalares nas Unidades de Saúde da cidade, inclusive para auxiliar em seus deslocamentos através do programa TFD (Tratamento Fora do Domicílio), em outras localidades do Estado de Pernambuco.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"75.000,00",-,-,-,-,-,-,-,,2605509,9
2024,João Paulo,196,FES-PE,4553,EKO1,EKO1,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,RECIFE,Prover recurso orçamentário para aquisição de equipamentos e materiais permanentes para o Hospital Getúlio Vargas - CNPJ: 10.572.048/0005-51,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"80.000,00","43.100,00",-,-,-,-,-,-,,2611606,7
2024,João Paulo,199,FES-PE,4553,EKO4,EKO4,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,Prover recursos financeiros para aquisição de maquinário e materiais permanentes para o Abrigo Cristo Redentor  CENTRO DE CONVIVÊNCIA DE IDOSOS DE PERNAMBUCO - CNPJ : 10.424.810/0001-29 que realiza atendimentos voltados para a saúde e o bem estar social de mais de cem idosos no município de Jaboatão dos Guararapes.,SAÚDE,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"125.000,00",-,-,-,-,-,-,-,,2607901,7
